0.000606,-0.000128,0.779868,0.003238,0.023534,-0.070976,0.997195,-0.190791,0.179874,0.319062,0.44664,-0.278292,-0.041495,-0.200741,-0.210048,-0.320937,0.416376,-0.300216,0.093906,0.0,-0.0006360000000000001,0.0004274,-0.171327,1.710336,0.134352,1.171921,-0.00957,0.010702,0.370233,-0.145459,-1.66146,-0.083894,1.117313,-0.096474,-0.04809,-0.306177
0.000565,-0.000134,0.778505,0.004976,0.026533,-0.073249,0.996948,-0.20315,0.188144,0.333717,0.467656,-0.295228,-0.045593,-0.21267,-0.220919,-0.325866,0.434775,-0.315055,0.101499,0.0,-0.0013289999999999999,-0.0005943999999999999,-0.174326,1.676364,0.154378,1.061953,0.025205,0.11442,0.402842,-0.166197,-1.609322,-0.122216,1.006337,-0.174423,0.060125,-0.316105
0.000248,-4.3e-05,0.778132,0.005937,0.029475,-0.075353,0.996704,-0.209719,0.189649,0.339086,0.471238,-0.298116,-0.046058,-0.219724,-0.221976,-0.322655,0.434946,-0.315847,0.10233,0.0,-0.0018512000000000001,-0.0014504,-0.168499,1.657678,0.184343,0.998704,0.058558,0.180248,0.408507,-0.174348,-1.571402,-0.169752,0.936648,-0.24245,0.12889,-0.301497
-0.000106,4.6e-05,0.77821,0.00654,0.031931,-0.077026,0.996496,-0.213433,0.189893,0.342967,0.469394,-0.297325,-0.045942,-0.223935,-0.220996,-0.319855,0.430201,-0.313187,0.10214,0.0,-0.0022098,-0.0021318,-0.157777,1.643997,0.221825,0.959247,0.090186,0.217754,0.406709,-0.17279,-1.540873,-0.222521,0.890812,-0.300553,0.167381,-0.283491
-0.000439,0.000102,0.778463,0.006915,0.033959,-0.078371,0.996322,-0.215524,0.189912,0.346221,0.465468,-0.295344,-0.045813,-0.226544,-0.219498,-0.317935,0.424248,-0.309821,0.101804,0.0,-0.002452,-0.0026674,-0.143221,1.632713,0.263238,0.931133,0.118377,0.238277,0.401506,-0.158272,-1.510444,-0.276624,0.8673,-0.345707,0.176987,-0.278247
-0.000742,0.000122,0.778777,0.007137,0.035644,-0.079387,0.996181,-0.216641,0.18983,0.348842,0.460615,-0.292878,-0.04574,-0.228132,-0.217897,-0.316755,0.418181,-0.30645,0.101464,0.0,-0.0026162,-0.0030948,-0.125557,1.619845,0.306001,0.908277,0.145948,0.249893,0.396358,-0.142474,-1.488239,-0.328845,0.845981,-0.385049,0.180179,-0.267557
-0.001016,0.000108,0.779105,0.007282,0.037052,-0.080119,0.99607,-0.217152,0.18962,0.350901,0.455391,-0.290225,-0.045702,-0.22906,-0.216404,-0.316137,0.412436,-0.303318,0.101159,0.0,-0.0027237999999999997,-0.0034479999999999997,-0.105583,1.606562,0.348677,0.887853,0.173254,0.256188,0.390445,-0.126446,-1.469047,-0.377878,0.826176,-0.419547,0.181803,-0.256215
-0.001255,6.6e-05,0.779433,0.007411,0.038259,-0.080652,0.99598,-0.217268,0.189245,0.352553,0.450043,-0.28752,-0.045679,-0.229512,-0.215106,-0.315915,0.406972,-0.300431,0.100922,0.0,-0.0027778,-0.0037552,-0.084525,1.592866,0.390859,0.868853,0.19919,0.259463,0.383788,-0.110965,-1.451603,-0.423049,0.807936,-0.449745,0.183457,-0.245499
-0.001453,7e-06,0.779774,0.007513,0.039325,-0.080988,0.995911,-0.217013,0.188697,0.353847,0.444397,-0.284688,-0.045661,-0.229396,-0.213944,-0.316102,0.401347,-0.297567,0.100742,0.0,-0.0027838000000000003,-0.0040396,-0.063461,1.578881,0.431777,0.85049,0.223193,0.261535,0.376172,-0.096814,-1.435553,-0.463835,0.791594,-0.475863,0.185534,-0.234534
-0.001602,-7e-05,0.780148,0.007579,0.04031,-0.081112,0.995861,-0.216309,0.18793,0.354823,0.438065,-0.281536,-0.045644,-0.228587,-0.21279,-0.316831,0.395054,-0.294445,0.100702,0.0,-0.0027522000000000002,-0.0043196,-0.043132,1.564766,0.47038,0.832092,0.244961,0.263639,0.366945,-0.084917,-1.420847,-0.499917,0.777544,-0.496849,0.18748,-0.222829
